,var_u,var_e,var_t,C_v_u,C_v_e,E,U,T
0,592.9884343859273,5262.514592525214,887.2563160431481,0.2617391046191983,2.1050241693570135,2532.7075690809193,165.7733337162837,1000.0722738661339
0,7.08928186254784,54.4473393477312,8.596944082916101,0.014400230145477701,2.3811630002079003,207.9136375274725,-28.646394169830174,99.95086695004996
0,64.82529052322592,65.08885761225105,0.04650694622724969,0.04868533989372185,2.318078475749858,-65.27200487162837,-88.93959021278721,9.999980374475523
0,697.0308722085854,6297.729042960092,1058.5434439538387,0.2994898311224384,2.067273122706426,2788.211275874126,186.27472453046954,1099.3649788211787
0,849.015676790992,7518.366184487906,1269.3601036347443,0.2050264681727223,2.161736787697224,3044.798099050949,204.42383804195805,1200.1091990009988
0,914.0291748192658,8716.876609442286,1462.9117026832394,0.2821501281420568,2.0846129291816125,3298.7196916083913,223.07462849150852,1299.5153416583414
0,1092.5349776347748,10171.440841872818,1678.9968263477629,0.015071748013979027,2.3818349426067797,3555.518711138861,243.32752582917087,1399.4603315184818
0,27.15855512698785,219.28787852337442,34.35298743058044,0.06149499059015327,2.305267663634981,469.63953540459534,-3.988312315053996,200.1162819180819
0,60.28790211296909,480.8713099996755,75.06496620303778,0.1401129185943644,2.226650323482864,729.759781068931,19.36405464857243,300.1549680969031
0,104.31187578488357,861.9921931593153,137.07757811361327,0.01695655437975293,2.3837195575550565,988.0057606043956,41.54294367732268,399.8975584665335
0,150.63448535395906,1343.202442151893,217.944691116896,0.15178883062596765,2.214974517224301,1248.41456993007,64.26023687062937,500.3264974775225
0,2.3267681714830206,14.611407836247347,2.2304075532075767,0.11195802932831739,2.254805006110925,75.63283304045954,-42.65798971528472,49.97999958941059
0,210.87303762742883,1936.8967697575436,319.91097398490155,0.20561617984899447,2.1611471405795184,1504.2689163836164,84.70087458841158,599.7930231368631
0,3.271849023184481,20.382502546186956,2.9357019646212863,0.0013028124892484586,2.3654605341670245,102.37876847102898,-39.58901838211788,59.98394267332667
0,267.6174224041426,2662.5707008357854,434.7323118634711,0.15690460880522722,2.2098588837923705,1761.553287012987,104.9681657017982,699.9370007242758
0,4.129326566170609,27.27620909867136,3.9645061696827475,0.03396947878933002,2.332793512369321,129.17483861638362,-36.496970661838155,69.99931833316684
0,344.28207081614534,3412.8793813653338,563.0374157624361,0.05852157762880902,2.3082413414257164,2020.272191858142,126.26892764485514,800.2504352297702
0,468.40450274427764,4181.3858220287675,706.8462747344598,0.0635894970171293,2.4303530407208807,2274.387544955045,145.52227428721278,899.4838561438562
