,var_u,var_e,var_t,C_v_u,C_v_e,E,U,T,P,std_P
0,593.2847804300992,5265.144534850318,887.6997224979431,0.29851631710924476,2.649202554044897,2532.707569080917,165.7733337162837,1000.072273866134,82.15307226773236,3.6155445200215746
0,7.092824732044369,54.474549412372674,8.601240406795604,0.35728414064961544,2.744025590558303,207.91363752747253,-28.64639416983017,99.95086695005,9.042483547402613,0.5000599910131408
0,64.85768697026404,65.1213857769747,0.04653018807943717,326.3854593244488,327.7124794537826,-65.27200487162833,-88.93959021278734,9.999980374475518,0.15750640183804318,0.18443891243138477
0,697.3792134740561,6300.876333836121,1059.072451172207,0.29037073491800014,2.6235225489001377,2788.2112758741337,186.27472453046948,1099.3649788211794,89.90316724925073,3.9215421748779367
0,849.4399724815416,7522.123488927923,1269.9944665051255,0.296796521079153,2.6282493819068558,3044.7980990509495,204.42383804195788,1200.109199001,97.33157276273731,4.281787770155596
0,914.4859610135784,8721.232869616908,1463.6427929894298,0.272509635053818,2.598858908544116,3298.7196916083903,223.0746284915086,1299.5153416583391,104.83723111238758,4.480526719561715
0,1093.080972126347,10176.524020704337,1679.8359052214948,0.2808657550794566,2.6148448066013668,3555.5187111388636,243.32752582917047,1399.4603315184843,112.55030747302693,4.903652486492953
0,27.172127618305755,219.3974676680639,34.37015534034083,0.34144946501145645,2.7569849888994353,469.6395354045957,-3.9883123150539914,200.11628191808208,17.99227890259743,0.912866845665697
0,60.31803099958227,481.1116254969276,75.1024799292761,0.3369176209774514,2.6873387874372425,729.7597810689326,19.36405464857241,300.1549680969032,26.528483514985005,1.2891407485875828
0,104.36400565783943,862.4229738655414,137.14608265040155,0.32841340524706397,2.7138788303992896,988.0057606043943,41.542943677322654,399.89755846653276,34.77577040009998,1.64282932174136
0,150.70976495683496,1343.8737077401731,218.05360900351153,0.3029716737849052,2.701587828142263,1248.4145699300711,64.26023687062941,500.32649747752237,43.067973165334706,1.9331886551051598
0,2.3279309741674235,14.618709889139025,2.2315221996609527,0.46897019660140526,2.9449924962746663,75.63283304045954,-42.65798971528464,49.97999958941061,4.283619261138867,0.3138973205692069
0,210.97842145432884,1937.8647341602225,320.07084953411913,0.2951228666325702,2.7107426036711115,1504.2689163836178,84.70087458841166,599.7930231368629,50.956858534965086,2.263025456976369
0,3.273484130142591,20.392688704380948,2.937169082044886,0.4578338142484957,2.8521483780348285,102.3787684710291,-39.58901838211794,59.98394267332669,5.271496087962029,0.35376110444652026
0,267.7511642444241,2663.901320876183,434.9495693906394,0.27503065618090244,2.73632620925945,1761.5532870129882,104.96816570179834,699.9370007242758,58.78393453996005,2.536819695457415
0,4.131390197637962,27.289840387576255,3.9664874321363697,0.42430312917051743,2.802728407893479,129.17483861638345,-36.496970661838155,69.99931833316676,6.253107500949051,0.4061480556037727
0,344.4541258240496,3414.584968262563,563.3187937813086,0.2706744073043012,2.6832042155499,2020.2721918581442,126.26892764485487,800.2504352297719,66.76280829520479,2.862652630041446
0,468.6385879530459,4183.4754701157435,707.1995212485708,0.29148683262721864,2.602064886470425,2274.3875449550474,145.52227428721307,899.483856143857,74.3621696038961,3.228493637808067
