,var_u,var_e,var_t,C_v_u,C_v_e,E,U,T
0,1380.088497170057,2383.383534169595,202.04987455194654,1.1755596345597132,1.1912136821495967,-150787.02812281577,-151969.85018472292,499.76363603594604
0,5699.016625028636,10526.79741486988,846.5270287022554,0.6539237512627941,1.7128588341747775,-148321.86206190713,-150687.58691462807,999.5613898951573
0,58.73944361795053,104.02501173143007,8.521295221026897,0.278449978569903,2.088027068077158,-152717.71446330508,-152954.07349975038,99.86587048477286
0,2.5128952154398134,3.036918673262978,0.07905759353964757,0.38169494487175815,1.9824459009982558,-152744.61633549674,-152768.26272591113,9.990987736694956
0,6714.109189074709,12260.719358593933,1000.2313692298802,0.7067858459300196,1.6599323425329915,-147816.57436345483,-150418.28094358463,1099.2678137743385
0,8067.621669818839,14974.593492205016,1222.9365138555352,0.9791654624819804,1.3876349573675242,-147562.4366999501,-150407.342900649,1202.0240460808789
0,9293.464876084307,17279.296172076447,1446.0432674999602,1.3751406105488206,0.9916385060924606,-146899.20222666,-149974.2613779331,1299.2678113829256
0,13472.454910351415,23501.36612287102,1680.6589008706321,1.211630567541651,1.1551314785171027,-146416.80802795806,-149730.15036445332,1399.946692810784
0,215.9875023878059,409.87965379154946,33.27213954237267,0.585815568785277,1.7801252146070996,-152340.2330354468,-152813.56215676485,199.99012939091367
0,2.090823168940617,4.061691962705183,0.3264568573042114,0.2879777160214005,2.0783468962914986,-153055.79855217173,-153103.1306290564,19.998631473789313
0,482.6618274003962,910.3547734259254,76.16383026997467,1.1781686146864907,1.1886445175030924,-151810.1058662007,-152520.06100349472,299.9688009785323
0,887.2884299346185,1676.2765278177494,139.0863278378169,0.1165073526712483,2.2502149785157117,-151314.98483275087,-152262.72161757364,400.43576977034445
0,7.845748574891524,15.512758456725454,1.3919721638798837,0.8130614514374825,1.554307590447131,-152974.8857363954,-153069.5796804793,40.00994170743884
0,0.15640791513704055,0.260414503058171,0.02308746767644047,0.8301928543519872,1.5407996528958436,-152737.92283075387,-152749.75489765353,4.999286236245632
0,1933.3870308320547,3512.1422191358415,295.1759945153129,0.7273086608676037,1.6394706085286195,-150269.06424363455,-151689.87581128307,600.3184479880181
0,17.468301525544952,33.3873197312361,3.052666457859863,1.0255437450337372,1.3436753491983287,-152935.26665002498,-153077.3483974039,60.03202152820768
0,2717.64046324911,5135.032717602791,403.67800555124967,0.2580817256387398,2.1087529331192365,-149886.85567648528,-151545.57400399403,700.8382897803295
0,4076.0084252041784,7099.322349055899,524.9103484010432,0.8963044638747513,1.4704413771470748,-149330.99114827756,-151223.76455816274,799.7308212231651
0,31.05034090930408,61.65043145122799,5.326523537916876,0.7190823587541844,1.6477719075586479,-152833.8200399401,-153022.9962705941,79.93039620868697
0,4549.940498490131,8102.776927136992,670.6041262236473,0.8437920748663226,1.5229914597448038,-148838.40667498752,-150967.60365951073,899.6239832001996
