graphene_single_layer_x-45_y-45_795_C.data (written by ASE) 

795 	 atoms 
1  atom types
-51                      96  xlo xhi
-51                      96  ylo yhi
 -51                       51  zlo zhi

Masses

1 12.010700 # C

Atoms 

     1   1   0.0                       0                       0                       0
     2   1   0.0     0.70999999999999996                 1.22976                       0
     3   1   0.0      2.1299999999999999                 1.22976                       0
     4   1   0.0      2.8399999999999999                       0                       0
     5   1   0.0      4.2599999999999998                       0                       0
     6   1   0.0      4.9699999999999998                 1.22976                       0
     7   1   0.0                       0      2.4595099999999999                       0
     8   1   0.0     0.70999999999999996                 3.68927                       0
     9   1   0.0      2.1299999999999999                 3.68927                       0
    10   1   0.0      2.8399999999999999      2.4595099999999999                       0
    11   1   0.0      4.2599999999999998      2.4595099999999999                       0
    12   1   0.0      4.9699999999999998                 3.68927                       0
    13   1   0.0                       0      4.9190199999999997                       0
    14   1   0.0     0.70999999999999996      6.1487800000000004                       0
    15   1   0.0      2.1299999999999999      6.1487800000000004                       0
    16   1   0.0      2.8399999999999999      4.9190199999999997                       0
    17   1   0.0      4.2599999999999998      4.9190199999999997                       0
    18   1   0.0      4.9699999999999998      6.1487800000000004                       0
    19   1   0.0      6.3899999999999997                 1.22976                       0
    20   1   0.0      7.0999999999999996                       0                       0
    21   1   0.0      8.5199999999999996                       0                       0
    22   1   0.0      9.2300000000000004                 1.22976                       0
    23   1   0.0                   10.65                 1.22976                       0
    24   1   0.0      11.359999999999999                       0                       0
    25   1   0.0      6.3899999999999997                 3.68927                       0
    26   1   0.0      7.0999999999999996      2.4595099999999999                       0
    27   1   0.0      8.5199999999999996      2.4595099999999999                       0
    28   1   0.0      9.2300000000000004                 3.68927                       0
    29   1   0.0                   10.65                 3.68927                       0
    30   1   0.0      11.359999999999999      2.4595099999999999                       0
    31   1   0.0      6.3899999999999997      6.1487800000000004                       0
    32   1   0.0      7.0999999999999996      4.9190199999999997                       0
    33   1   0.0      8.5199999999999996      4.9190199999999997                       0
    34   1   0.0      9.2300000000000004      6.1487800000000004                       0
    35   1   0.0                   10.65      6.1487800000000004                       0
    36   1   0.0      11.359999999999999      4.9190199999999997                       0
    37   1   0.0      12.779999999999999                       0                       0
    38   1   0.0                   13.49                 1.22976                       0
    39   1   0.0                   14.91                 1.22976                       0
    40   1   0.0      15.619999999999999                       0                       0
    41   1   0.0      17.039999999999999                       0                       0
    42   1   0.0      12.779999999999999      2.4595099999999999                       0
    43   1   0.0                   13.49                 3.68927                       0
    44   1   0.0                   14.91                 3.68927                       0
    45   1   0.0      15.619999999999999      2.4595099999999999                       0
    46   1   0.0      17.039999999999999      2.4595099999999999                       0
    47   1   0.0      12.779999999999999      4.9190199999999997                       0
    48   1   0.0                   13.49      6.1487800000000004                       0
    49   1   0.0                   14.91      6.1487800000000004                       0
    50   1   0.0      15.619999999999999      4.9190199999999997                       0
    51   1   0.0      17.039999999999999      4.9190199999999997                       0
    52   1   0.0                   17.75                 1.22976                       0
    53   1   0.0      19.170000000000002                 1.22976                       0
    54   1   0.0      19.879999999999999                       0                       0
    55   1   0.0      21.300000000000001                       0                       0
    56   1   0.0      22.010000000000002                 1.22976                       0
    57   1   0.0                   23.43                 1.22976                       0
