LAMMPS data file via write_data, version 14 Dec 2021, timestep = 400100

795 atoms
1 atom types

-51 96 xlo xhi
-51 96 ylo yhi
-51 51 zlo zhi

Masses

1 12.0107

Pair Coeffs # lj/cut

1 0.066047 3.4

Atoms # charge

148 1 0 -48.813009897239645 -49.85205497155253 0 0 0 0
448 1 0 -44.95684066322799 -48.93660010977429 0 1 0 0
129 1 0 -40.86035115581346 -49.83546637387734 0 1 0 0
52 1 0 -27.546775333465565 -50.624216286610164 0 0 0 0
708 1 0 -20.415243830576262 -50.97221428453349 0 0 1 0
698 1 0 -5.292434750452097 -48.52496069026121 0 0 1 0
499 1 0 7.43395214873039 -48.60684829631024 0 0 1 0
92 1 0 13.734919047979604 -49.134434108062806 0 0 0 0
652 1 0 19.475005057925447 -49.963053078734745 0 0 1 0
78 1 0 35.96946492830478 -49.79622796803523 0 0 0 0
110 1 0 42.59952563592378 -49.314781603737515 0 0 0 0
93 1 0 49.44442933212493 -49.78938657883961 0 0 0 0
217 1 0 53.151827383422045 -49.06088864217598 0 0 0 0
69 1 0 56.73750121458565 -47.82628044133159 0 0 0 0
227 1 0 63.2304509188454 -48.13658986927275 0 0 0 0
141 1 0 87.10310359112526 -50.057693438986234 0 -1 0 0
138 1 0 91.47164693271003 -50.02171984615223 0 -1 0 0
36 1 0 -32.590258382631646 -44.84863133165976 0 0 0 0
726 1 0 -24.888525630698947 -47.568321324270464 0 0 1 0
703 1 0 -15.033626142768957 -45.352993526119505 0 0 1 0
794 1 0 -9.02188925099831 -47.5289995342755 0 1 1 0
27 1 0 -3.131771264267663 -45.61302892779953 0 0 0 0
770 1 0 -0.1872370082085842 -47.590513598163845 0 0 1 0
706 1 0 14.755601271024842 -45.083186787153586 0 0 1 0
390 1 0 19.530448231583275 -45.14350657301491 0 0 1 0
393 1 0 23.266996869170566 -45.53106921456907 0 0 1 0
649 1 0 29.7621260467332 -46.40293447748445 0 0 1 0
71 1 0 39.10540253450138 -45.803508543726295 0 0 0 0
131 1 0 48.8915706086566 -45.0407510566996 0 -1 0 0
216 1 0 52.07245412575696 -46.02142918471625 0 0 0 0
8 1 0 64.79279097547425 -44.63345507291903 0 -1 0 0
326 1 0 70.1892968846972 -46.52525921512794 0 0 0 0
324 1 0 73.8035302169763 -45.3399677682941 0 0 0 0
46 1 0 78.25954341647477 -46.192468542506894 0 0 0 0
139 1 0 87.63403912292519 -46.07992954689271 0 -1 0 0
332 1 0 -45.54948855633592 -44.121711718918114 0 1 0 0
161 1 0 -47.472989417125504 -41.44517648347366 0 0 0 0
204 1 0 -36.635651773399516 -43.69113487399757 0 1 0 0
579 1 0 -31.33145634594872 -41.57541824932668 0 0 1 0
48 1 0 -27.58141678788063 -42.68210837227373 0 0 0 0
604 1 0 -9.716720586682962 -42.88212112029536 0 0 1 0
790 1 0 8.199268346270493 -43.52910457506927 0 1 1 0
89 1 0 34.04456566389351 -42.490510843097134 0 0 0 0
112 1 0 39.77050397701471 -41.58993177575619 0 0 0 0
200 1 0 44.65158113303365 -43.794093675309966 0 0 0 0
637 1 0 55.09493624752518 -42.18896801092425 0 0 1 0
197 1 0 61.40932060777833 -42.677452856119714 0 0 0 0
243 1 0 77.9069812745969 -41.99537807019689 0 -1 0 0
321 1 0 85.19931241748036 -41.85957277602327 0 0 0 0
229 1 0 89.07648436364761 -42.613278065489624 0 0 0 0
329 1 0 95.42883574018308 -42.49643179445142 0 0 0 0
325 1 0 -43.8975232433827 -38.505951498228896 0 1 0 0
256 1 0 -38.3294234835971 -39.19420522226499 0 0 0 0
338 1 0 -34.82852553935826 -40.53567660085131 0 1 0 0
759 1 0 -24.003330797386266 -39.31073724416332 0 0 1 0
607 1 0 -7.478009890336034 -40.17463824657171 0 0 1 0
605 1 0 -3.748087625911905 -40.35227362886815 0 0 1 0
695 1 0 2.4215322405583626 -38.27999615772921 0 0 1 0
284 1 0 6.143926965915397 -40.24717471733556 0 0 1 0
282 1 0 11.976183510448317 -37.88970590997226 0 0 0 0
399 1 0 14.639862134560413 -40.22806783447339 0 0 1 0
74 1 0 17.573965299197038 -38.535843266404264 0 0 0 0
634 1 0 21.350870988511268 -40.23542157442294 0 0 1 0
786 1 0 26.47188846827807 -38.901708147941044 0 0 1 0
387 1 0 30.825798211107983 -39.935765651476366 0 0 1 0
99 1 0 37.22356308182638 -38.70838322619513 0 0 0 0
301 1 0 41.50090441177634 -38.8254480864095 0 0 0 0
86 1 0 46.897226001498204 -40.25428492339224 0 0 0 0
68 1 0 51.48370284602204 -39.67340300461204 0 0 0 0
642 1 0 63.024609931343946 -39.321756996840804 0 0 1 0
309 1 0 70.07411194829697 -40.93648336394425 0 0 0 0
61 1 0 78.66933771528248 -38.41806933417361 0 0 0 0
213 1 0 84.97309613079864 -38.178479377575314 0 0 0 0
137 1 0 88.59501143896652 -38.43539891997633 0 -1 0 0
439 1 0 92.42157301852386 -38.22232050368111 0 0 0 0
147 1 0 -48.510320308535384 -37.16376120859184 0 0 0 0
728 1 0 -44.07598406871815 -34.93372832822101 0 0 1 0
253 1 0 -36.69837556168349 -36.284575110850135 0 0 0 0
31 1 0 -32.379293606703385 -36.94520997312852 0 0 0 0
223 1 0 -25.52226022120567 -35.389317135126454 0 1 0 0
474 1 0 -17.571272348310803 -36.897793448298884 0 0 1 0
751 1 0 -13.068953678907086 -37.17945940931537 0 0 1 0
768 1 0 18.92045865096644 -34.88369813904061 0 0 1 0
97 1 0 23.557848692227992 -34.859425772739286 0 0 0 0
639 1 0 34.254785223398365 -37.28524111372915 0 0 1 0
391 1 0 38.70724204708792 -35.132310325358986 0 0 1 0
60 1 0 49.14029292255451 -37.46308316058501 0 0 0 0
403 1 0 56.14693180210214 -37.37898811213039 0 0 0 0
236 1 0 68.82681964453995 -36.74600273352438 0 0 0 0
322 1 0 81.43983236265096 -35.50012689261131 0 0 0 0
328 1 0 86.53313182785487 -34.90348411779869 0 0 0 0
102 1 0 92.91209062445121 -34.80613635361966 0 0 0 0
238 1 0 -49.34747948596112 -33.00242856293708 0 0 0 0
330 1 0 -33.096959218333616 -33.40292255923003 0 1 0 0
29 1 0 -29.874028147685955 -33.79452380124499 0 0 0 0
50 1 0 -22.2905384111698 -33.07554931402424 0 0 0 0
697 1 0 -2.301041548561249 -34.47866196797964 0 0 1 0
35 1 0 -4.609922421809402 -31.71726278172045 0 0 0 0
766 1 0 2.387490859753347 -31.667669232005142 0 0 1 0
500 1 0 7.045909023099879 -32.73890274658926 0 0 1 0
220 1 0 13.096566714745183 -34.53281963567667 0 1 0 0
643 1 0 27.31297751654392 -34.09962152810917 0 0 1 0
599 1 0 30.52649742343303 -32.170101573641226 0 0 1 0
310 1 0 41.834548710425786 -34.11214461544811 0 0 0 0
737 1 0 58.14039029997149 -34.17237451040574 0 0 1 0
252 1 0 72.85048235502096 -33.84442165534904 0 -1 0 0
